OG	Tcas	Dmel
OG0005179	TC032269	FBgn0004644
OG0001266	TC015261	FBgn0003510,FBgn0033348
OG0003139	TC001003	FBgn0037802
OG0001364	TC034032,TC006293	FBgn0034069
OG0003337	TC014516	FBgn0003483
OG0006251	TC000758	FBgn0035462
OG0002533	TC030636	FBgn0031904
OG0006616	TC000245	FBgn0036915
OG0004070	TC012484	FBgn0027835
OG0004912	TC034322	FBgn0033021
OG0006413	TC033376	FBgn0001087
OG0004213	TC033303	FBgn0030100
OG0000640	TC000976	FBgn0033542,FBgn0034560,FBgn0034554
OG0003320	TC012681	FBgn0038321
OG0004092	TC005833	FBgn0034299
OG0000945	TC001941	FBgn0037203
OG0002966	TC006222	FBgn0023091
OG0007039	TC003186	FBgn0024187
OG0003164	TC015959	FBgn0037892
OG0004714	TC004755	FBgn0033240
OG0006500	TC006374	FBgn0030799
OG0005283	TC009847	FBgn0287187
OG0006538	TC016197	FBgn0030894
OG0005761	TC015348	FBgn0000562
OG0006888	TC032938	FBgn0052091
OG0001490	TC031968	FBgn0000567
OG0006233	TC002288	FBgn0027616
OG0004840	TC033403	FBgn0053198
OG0005479	TC005391	FBgn0260407
OG0004774	TC003000	FBgn0004859
OG0004571	TC009257	FBgn0025373
OG0007285	TC007169	FBgn0031275
OG0002604	TC002330	FBgn0032138
OG0007156	TC005793	FBgn0031630
OG0000477	TC015760	FBgn0052436,FBgn0032894,FBgn0052462
OG0007251	TC031116	FBgn0040715
OG0005562	TC008948	FBgn0261436
OG0007123	TC002574	FBgn0010747
OG0006116	TC032305	FBgn0284251
OG0003266	TC012447	FBgn0011582
OG0000720	TC008099	FBgn0003028
OG0003559	TC008030	FBgn0019957
OG0004998	TC000441	FBgn0003720
OG0006060	TC008923	FBgn0267431
OG0005323	TC033943	FBgn0085450
OG0001579	TC009506,TC010028	FBgn0086408
OG0004934	TC007364	FBgn0004867
OG0006597	TC007892	FBgn0031061
OG0002436	TC010523	FBgn0031668
OG0002763	TC006308	FBgn0028406
OG0004776	TC034215	FBgn0013749
OG0007178	TC009661	FBgn0031607
OG0003240	TC000478	FBgn0038146
OG0005711	TC006745	FBgn0034744
OG0006475	TC015014	FBgn0000319
OG0003736	TC000042	FBgn0027090
OG0003992	TC014586	FBgn0033093
OG0006110	TC001449	FBgn0284221
OG0005448	TC011548	FBgn0259712
OG0001324	TC010196	FBgn0030001
OG0001403	TC008909	FBgn0000448
OG0004739	TC011438	FBgn0050499
OG0006641	TC004436	FBgn0036887
OG0000983	TC034296	FBgn0040923,FBgn0286898
OG0006304	TC003783	FBgn0035574
OG0005009	TC002264	FBgn0004575
OG0006663	TC005909	FBgn0036838
OG0001107	TC033238	FBgn0000244
OG0003570	TC000457	FBgn0038953
OG0003019	TC015109	FBgn0001255
OG0007028	TC009894	FBgn0035844
OG0000860	TC015150	FBgn0031374
OG0004230	TC004530	FBgn0030077
OG0007977	TC014814	FBgn0061476
OG0005813	TC015354	FBgn0034985
OG0002272	TC004110	FBgn0037021
OG0007758	TC004662,TC004854	FBgn0013746
OG0006344	TC004934	FBgn0030323
OG0005684	TC010526	FBgn0263113
OG0005028	TC004141	FBgn0036180
OG0005609	TC013608	FBgn0261799
OG0000799	TC012990,TC014312,TC033713	FBgn0266450
OG0002637	TC005181	FBgn0032230
OG0008018	TC012805	FBgn0036036
OG0001868	TC006259,TC007176	FBgn0030878
OG0005393	TC032858	FBgn0243513
OG0003506	TC011996	FBgn0015279
OG0004837	TC033591	FBgn0050423
OG0007121	TC003336	FBgn0035587
OG0001432	TC015808,TC034642	FBgn0024913
OG0002311	TC002816	FBgn0037105
OG0005653	TC003800	FBgn0262619
OG0003499	TC030566	FBgn0038808
OG0005004	TC004299	FBgn0039914
OG0005633	TC032522	FBgn0262029
OG0007683	TC033251,TC031545	FBgn0016693
OG0005976	TC013741	FBgn0265048
OG0002212	TC004394	FBgn0021874
OG0006148	TC032038	FBgn0035233
OG0003794	TC011751	FBgn0039492
OG0005041	TC030714	FBgn0027866
OG0006261	TC031150	FBgn0035490
OG0007412	TC013307,TC033175,TC014499,TC013132,TC014500	FBgn0020765
OG0004896	TC001392	FBgn0003330
OG0002703	TC005428	FBgn0032336
OG0002297	TC010478	FBgn0027945
OG0005391	TC006837	FBgn0087041
OG0001583	TC008417	FBgn0085407
OG0002574	TC010108	FBgn0032052
OG0007464	TC000680,TC000679,TC000681,TC000678,TC032095,TC000682	FBgn0033214,FBgn0033215,FBgn0033216
OG0004829	TC005530	FBgn0036574
OG0005196	TC009467	FBgn0033781
OG0005488	TC015114	FBgn0260744
OG0007983	TC001469	FBgn0011581
OG0003115	TC004581	FBgn0037770
OG0003474	TC015510	FBgn0038686
OG0001203	TC016256	FBgn0039026
OG0002305	TC013517	FBgn0037135
OG0005849	TC014954	FBgn0010435
OG0006118	TC008372	FBgn0284253
OG0007289	TC000856,TC007317,TC007310,TC007316,TC031205,TC007320,TC007311,TC004818,TC007322,TC032833,TC007321,TC007315	FBgn0039006,FBgn0034756,FBgn0038194
OG0005381	TC009028	FBgn0086904
OG0004555	TC004703	FBgn0010516
OG0000201	TC011025	FBgn0262513,FBgn0032294,FBgn0028668,FBgn0262736,FBgn0028667
OG0005206	TC011691	FBgn0035880
OG0000136	TC033872	FBgn0085190,FBgn0040524,FBgn0025115,FBgn0038363,FBgn0030078,FBgn0033893
OG0002921	TC009547	FBgn0032822
OG0006257	TC001292	FBgn0041147
OG0000910	TC007337	FBgn0029800,FBgn0033770
OG0005906	TC008354	FBgn0263598
OG0006813	TC030632	FBgn0036398
OG0002602	TC002918	FBgn0286786
OG0000217	TC000321	FBgn0051064
OG0005144	TC003967	FBgn0017579
OG0005376	TC001370	FBgn0086712
OG0003422	TC013309	FBgn0011701
OG0007046	TC000082	FBgn0035805
OG0004389	TC009444	FBgn0034066
OG0004229	TC002638	FBgn0030081
OG0005541	TC003419	FBgn0261112
OG0007714	TC014166,TC004954	FBgn0039358
OG0006548	TC000235	FBgn0030945
OG0004743	TC002836	FBgn0033158
OG0002486	TC031483	FBgn0031824
OG0006240	TC003121	FBgn0047135
OG0006176	TC012723	FBgn0035238
OG0003318	TC010886	FBgn0026634
OG0004124	TC032111	FBgn0029906
OG0005044	TC033957	FBgn0025936
OG0005817	TC034766	FBgn0288686
OG0007942	TC006520,TC006521	FBgn0036520
OG0004809	TC015584	FBgn0028744
OG0001622	TC013682	FBgn0260753
OG0001087	TC000750	FBgn0031039,FBgn0037512
OG0004712	TC009545	FBgn0015509
OG0006391	TC015302	FBgn0030460
OG0000690	TC014630	FBgn0054029,FBgn0035981
OG0002207	TC013351	FBgn0031265
OG0003213	TC008992	FBgn0260444
OG0007291	TC011226,TC011227	FBgn0263111
OG0003431	TC010877	FBgn0038608
OG0000027	TC034388,TC034387,TC034390,TC034385,TC009228,TC034384,TC032631,TC003410,TC034386,TC034391,TC034389,TC032413	FBgn0052667
OG0003196	TC004935	FBgn0037980
OG0005927	TC000451	FBgn0263929
OG0006359	TC015172	FBgn0030346
OG0007670	TC030697	FBgn0040507
OG0000431	TC034858,TC015344,TC032557,TC033306	FBgn0010383
OG0005819	TC008690	FBgn0034986
OG0002878	TC005087	FBgn0025608
OG0000882	TC030049	FBgn0037172,FBgn0025839
OG0001800	TC008615	FBgn0035287
OG0000377	TC034352	FBgn0041605
OG0007181	TC007172	FBgn0031602
OG0000535	TC004849	FBgn0037606
OG0004644	TC031525	FBgn0033428
OG0003188	TC011080	FBgn0037962
OG0007126	TC010592	FBgn0035592
OG0001417	TC015912	FBgn0013308,FBgn0013307
OG0004188	TC014378	FBgn0030055
OG0006922	TC008927	FBgn0036117
OG0006590	TC015061	FBgn0010380
OG0005410	TC005550	FBgn0250862
OG0004135	TC008197	FBgn0029922
OG0005753	TC007148	FBgn0034869
OG0006486	TC003582	FBgn0030738
OG0002279	TC002734	FBgn0037050
OG0003694	TC011953	FBgn0051357
OG0006325	TC013201	FBgn0030276
OG0007047	TC032387	FBgn0053276
OG0005165	TC011946	FBgn0010406
OG0005336	TC010557	FBgn0086357
OG0006733	TC009809	FBgn0010223
OG0007165	TC000112	FBgn0031631
OG0007225	TC003501	FBgn0031485
OG0005353	TC033773	FBgn0086472
OG0006221	TC011563	FBgn0052281
OG0005923	TC009023	FBgn0263863
OG0005241	TC006720	FBgn0053635
OG0004414	TC004744	FBgn0013750
OG0002463	TC032940	FBgn0051643
OG0002472	TC030756	FBgn0031773
OG0003927	TC007475	FBgn0013973
OG0006212	TC004772	FBgn0035388
OG0007243	TC032916	FBgn0011818
OG0004755	TC007589	FBgn0000352
OG0003824	TC009719	FBgn0013813
OG0001715	TC009731,TC008007	FBgn0035113
OG0007007	TC030576	FBgn0035911
OG0004955	TC015564	FBgn0031646
OG0005111	TC014714	FBgn0032077
OG0005467	TC003487	FBgn0259985
OG0003230	TC032266	FBgn0051157
OG0006966	TC000617	FBgn0011769
OG0005255	TC015826	FBgn0040022
OG0002970	TC004873	FBgn0003885
OG0003392	TC016270	FBgn0038475
OG0005460	TC006627	FBgn0259923
OG0001630	TC011230	FBgn0261053
OG0006468	TC007146	FBgn0030706
OG0002588	TC008726	FBgn0004914
OG0000507	TC007437	FBgn0032293,FBgn0053060,FBgn0035491
OG0001984	TC006506,TC008466	FBgn0000490
OG0000221	TC008516,TC000578,TC032785,TC007007	FBgn0034657
OG0004522	TC013138	FBgn0033731
OG0005645	TC030680	FBgn0262467
OG0003875	TC008880	FBgn0039698
OG0005096	TC014804	FBgn0044419
OG0006710	TC003204	FBgn0036691
OG0004269	TC003753	FBgn0003891
OG0005307	TC013654	FBgn0085380
OG0000293	TC032577	FBgn0028857,FBgn0051735,FBgn0028856,FBgn0034826
OG0004144	TC011059	FBgn0000330
OG0004080	TC004796	FBgn0028496
OG0004026	TC001336	FBgn0034504
OG0003762	TC013396	FBgn0039403
OG0002252	TC012702	FBgn0036992
OG0004167	TC005175	FBgn0029996
OG0006095	TC014417	FBgn0283503
OG0004825	TC008000	FBgn0027780
OG0006415	TC007403	FBgn0030512
OG0006753	TC000124	FBgn0036571
OG0003344	TC010699	FBgn0038389
OG0005443	TC012571	FBgn0259483
OG0005861	TC000029	FBgn0035101
OG0003102	TC001437	FBgn0024833
OG0005765	TC011051	FBgn0034878
OG0000490	TC012845	FBgn0031724,FBgn0031722,FBgn0031723
OG0002583	TC007912	FBgn0014417
OG0001487	TC006355	FBgn0028572
OG0005068	TC003589	FBgn0029105
OG0005564	TC006271	FBgn0261439
OG0004538	TC015424	FBgn0023167
OG0003947	TC008070	FBgn0039862
OG0004056	TC013377	FBgn0027535
OG0005960	TC032930	FBgn0264711
OG0001629	TC031564	FBgn0261046
OG0005132	TC034504	FBgn0066084
OG0003775	TC000931	FBgn0001197
OG0005977	TC033561	FBgn0265052
OG0006495	TC003474	FBgn0010416
OG0004513	TC009822	FBgn0026619
OG0006031	TC003531	FBgn0266666
OG0003525	TC013625	FBgn0026056
OG0007834	TC011237,TC032629	FBgn0032914,FBgn0035949
OG0006439	TC014564	FBgn0014455
OG0007072	TC011782	FBgn0035714
OG0007214	TC001418	FBgn0028970
OG0002871	TC005517	FBgn0032701
OG0005954	TC013016	FBgn0264561
OG0002392	TC030649	FBgn0037305
OG0001906	TC008649	FBgn0036505
OG0000120	TC006379,TC006378	FBgn0033443,FBgn0033708,FBgn0035969,FBgn0034381,FBgn0029762
OG0004174	TC015077	FBgn0029999
OG0006395	TC012279	FBgn0000346
OG0004622	TC006814	FBgn0001291
OG0001166	TC000903	FBgn0003944
OG0002385	TC009939	FBgn0037297
OG0007137	TC033633	FBgn0031148
OG0002170	TC030667	FBgn0003514
OG0004084	TC004391	FBgn0003044
OG0003958	TC001639	FBgn0040206
OG0004250	TC014893	FBgn0052675
OG0007560	TC009392,TC009391	FBgn0030882,FBgn0052495
OG0008045	TC009888	FBgn0035428
OG0001188	TC008353	FBgn0038760,FBgn0039170
OG0005687	TC014271	FBgn0263198
OG0001404	TC013370,TC014791	FBgn0033475
OG0006769	TC011679	FBgn0036501
OG0001662	TC003790	FBgn0264922,FBgn0262479
OG0007572	TC005966,TC009535	FBgn0022238
OG0001741	TC001027	FBgn0264294
OG0004492	TC013076	FBgn0005654
OG0007511	TC031358,TC011198	FBgn0004622
OG0000348	TC031501,TC002561	FBgn0034158
OG0002197	TC011685	FBgn0031287
OG0002846	TC002357	FBgn0032642
OG0005494	TC006383	FBgn0260759
OG0006679	TC013690	FBgn0036805
OG0000615	TC006365	FBgn0051007,FBgn0260747,FBgn0051008
OG0006001	TC001529	FBgn0265998
OG0006478	TC006049	FBgn0030678
OG0003083	TC011916	FBgn0037676
OG0005287	TC005331	FBgn0039977
OG0002014	TC009610	FBgn0029529
OG0004491	TC010464	FBgn0043010
OG0005859	TC011460	FBgn0001325
OG0004566	TC034435	FBgn0082585
OG0005013	TC008423	FBgn0038295
OG0006466	TC009443	FBgn0030704
OG0000732	TC010795,TC033725	FBgn0040660,FBgn0085452
OG0007847	TC005104	FBgn0034501
OG0000437	TC002665	FBgn0041096
OG0001991	TC001636,TC004711	FBgn0051663
OG0006830	TC009260	FBgn0286213
OG0000591	TC011095	FBgn0051158
OG0007625	TC016222,TC014213	FBgn0031988
OG0006626	TC002494	FBgn0023094
OG0002914	TC009073	FBgn0032799
OG0001917	TC002406	FBgn0020655
OG0000328	TC006578	FBgn0040296,FBgn0002629,FBgn0002732,FBgn0026320
OG0006161	TC013118	FBgn0011573
OG0006553	TC006023	FBgn0052544
OG0002785	TC004625	FBgn0027348
OG0005166	TC014291	FBgn0035021
OG0006855	TC011920	FBgn0036298
OG0000292	TC002644	FBgn0034687,FBgn0028892,FBgn0034688,FBgn0034689
OG0006465	TC001623	FBgn0030701
OG0000681	TC009729	FBgn0033226
OG0004149	TC030763	FBgn0029945
OG0006061	TC034619	FBgn0267432
OG0007205	TC010864	FBgn0031538
OG0004217	TC013868	FBgn0030122
OG0003000	TC008959	FBgn0037445
OG0006576	TC004782	FBgn0031053
OG0006819	TC011636	FBgn0036368
OG0005504	TC013356	FBgn0260856
OG0005088	TC005394	FBgn0031403
OG0006900	TC002396	FBgn0036142
OG0007079	TC003027	FBgn0286051
OG0000727	TC008651,TC008652	FBgn0035217,FBgn0044872
OG0003249	TC001770	FBgn0038180
OG0003686	TC000060	FBgn0043799
OG0005995	TC011382	FBgn0265574
OG0005996	TC008717	FBgn0265605
OG0007449	TC035021,TC012205	FBgn0036333
OG0003020	TC000539	FBgn0037539
OG0006387	TC006625	FBgn0030452
OG0006017	TC012056	FBgn0288833
OG0004696	TC000402	FBgn0033273
OG0005989	TC030627	FBgn0265298
OG0006790	TC008878	FBgn0047178
OG0000445	TC034405	FBgn0031118
OG0001304	TC013379	FBgn0034345
OG0004285	TC003986	FBgn0003731
OG0000432	TC000090,TC007708	FBgn0036958
OG0004700	TC005224	FBgn0010109
OG0007218	TC015831	FBgn0031492
OG0000572	TC001621,TC006331	FBgn0015520,FBgn0004227
OG0003608	TC001477	FBgn0039066
OG0007702	TC004493,TC032010	FBgn0034093
OG0007918	TC014018,TC014017	FBgn0024234
OG0003219	TC001228	FBgn0001296
OG0005298	TC007454	FBgn0085220
OG0006693	TC005987	FBgn0036734
OG0006164	TC015638	FBgn0035271
OG0000119	TC003457,TC003456,TC003454,TC032379,TC032380	FBgn0028491
OG0000876	TC010359	FBgn0026873
OG0005657	TC001036	FBgn0262699
OG0006779	TC034874	FBgn0036509
OG0004397	TC000366	FBgn0034049
OG0001034	TC000258	FBgn0032492,FBgn0250843
OG0003016	TC006025	FBgn0037556
OG0003246	TC009066	FBgn0024555
OG0003257	TC004556	FBgn0004237
OG0003068	TC005370	FBgn0010222
OG0004369	TC011608	FBgn0001308
OG0007989	TC016333,TC034253	FBgn0032612
OG0006000	TC004758	FBgn0265974
OG0001711	TC007561,TC013247	FBgn0060296
OG0000282	TC033104,TC033243,TC033026	FBgn0031866
OG0001967	TC033834	FBgn0027279
OG0003335	TC007210	FBgn0038360
OG0001117	TC009711,TC003435	FBgn0037819
OG0005033	TC012453	FBgn0020496
OG0007180	TC010856	FBgn0027609
OG0001303	TC004563,TC003021	FBgn0050122
OG0001325	TC001866	FBgn0053181
OG0005662	TC009284	FBgn0262728
OG0001952	TC005393	FBgn0028582
OG0006666	TC010917	FBgn0036813
OG0003833	TC016213	FBgn0053203
OG0002484	TC001210	FBgn0027496
OG0006383	TC007376	FBgn0052649
OG0002251	TC033174	FBgn0036995
OG0004495	TC012217	FBgn0000181
OG0006818	TC011390	FBgn0036381
OG0003315	TC014868	FBgn0041188
OG0003682	TC033094	FBgn0039232
OG0002639	TC015407	FBgn0032234
OG0003795	TC011325	FBgn0039488
OG0006545	TC004714	FBgn0004957
OG0006180	TC034559	FBgn0035286
OG0005832	TC013862	FBgn0035047
OG0000290	TC007803,TC003082,TC006408	FBgn0069354,FBgn0004363
OG0002111	TC034902	FBgn0028746
OG0001559	TC006128	FBgn0058263
OG0005540	TC002762	FBgn0261111
OG0004335	TC000875	FBgn0010591
OG0002000	TC033436	FBgn0023534
OG0001132	TC000708	FBgn0038049,FBgn0039531
OG0001517	TC011666	FBgn0032515
OG0005145	TC007467	FBgn0031220
OG0006745	TC013607	FBgn0004569
OG0004812	TC013535	FBgn0034279
OG0007242	TC008460	FBgn0031428
OG0005163	TC032221	FBgn0053964
OG0004832	TC012392	FBgn0003189
OG0005700	TC002314	FBgn0034726
OG0006742	TC002875	FBgn0053158
OG0003380	TC009342	FBgn0015019
OG0001606	TC012678,TC005304	FBgn0259676
OG0001041	TC013941	FBgn0028844,FBgn0031971
OG0005742	TC014493	FBgn0034804
OG0005694	TC006187	FBgn0263258
OG0006519	TC013595	FBgn0030847
OG0005775	TC005538	FBgn0034939
OG0003967	TC015048	FBgn0032979
OG0000183	TC001154	FBgn0032839,FBgn0029813,FBgn0034429,FBgn0031791,FBgn0034428
OG0003949	TC000093	FBgn0039868
OG0006636	TC005134	FBgn0022774
OG0006030	TC001351	FBgn0266615
OG0005455	TC010763	FBgn0259821
OG0003973	TC003562	FBgn0033062
OG0006747	TC013887	FBgn0036629
OG0007055	TC000621	FBgn0015298
OG0002811	TC033263	FBgn0028897
OG0000287	TC001359	FBgn0001281,FBgn0040963,FBgn0001280,FBgn0041102
OG0003485	TC015428	FBgn0038742
OG0006562	TC005759	FBgn0031005
OG0005051	TC014621	FBgn0032666
OG0004592	TC006199	FBgn0033556
OG0000500	TC010143	FBgn0011259
OG0000908	TC003573,TC006477	FBgn0014340
OG0007389	TC011471,TC016415	FBgn0043043,FBgn0086687
OG0006558	TC010637	FBgn0030959
OG0002749	TC007855	FBgn0032478
OG0007257	TC007588	FBgn0031357
OG0002829	TC005409	FBgn0032598
OG0008020	TC015257	FBgn0037059
OG0001180	TC000588	FBgn0038629
OG0004078	TC002944	FBgn0034361
OG0000156	TC001175	FBgn0034132,FBgn0259795,FBgn0033868,FBgn0033860,FBgn0045770,FBgn0052064
OG0005676	TC033453	FBgn0263005
OG0005987	TC014607	FBgn0265190
OG0007201	TC005788	FBgn0004892
OG0007491	TC034783	FBgn0003118
OG0005667	TC014672	FBgn0262743
OG0006345	TC009471	FBgn0003277
OG0001448	TC033756	FBgn0050011
OG0005883	TC003205	FBgn0016715
OG0001768	TC005459	FBgn0026189,FBgn0266437
OG0000482	TC002367,TC010324,TC031754	FBgn0003261
OG0006464	TC014882	FBgn0001105
OG0003934	TC011455	FBgn0039830
OG0003580	TC004828	FBgn0038989
OG0004453	TC007976	FBgn0033929
OG0003942	TC030666	FBgn0039857
OG0003370	TC031179	FBgn0038437
OG0005836	TC033865	FBgn0069913
OG0002721	TC011603	FBgn0032414
OG0005661	TC015132	FBgn0262719
OG0001140	TC002385,TC031893	FBgn0038133
OG0001032	TC003025	FBgn0032482
OG0007551	TC033882,TC033883	FBgn0031850
OG0007455	TC003070,TC032343	FBgn0023172
OG0000998	TC034651,TC032772	FBgn0032014
OG0002864	TC011179	FBgn0032692
OG0004011	TC015977	FBgn0034534
OG0005979	TC006127	FBgn0265101
OG0005164	TC006169	FBgn0033453
OG0006989	TC012850	FBgn0011509
OG0003135	TC010496	FBgn0037801
OG0002173	TC004243	FBgn0029838
OG0002257	TC006663	FBgn0036984
OG0000788	TC004778	FBgn0263993
OG0000987	TC030076	FBgn0028990
OG0004463	TC000771	FBgn0033891
OG0004228	TC007200	FBgn0030087
OG0006982	TC002908	FBgn0052029
OG0002268	TC011519	FBgn0027055
OG0006259	TC003316	FBgn0035470
OG0001301	TC013394	FBgn0034433
OG0001809	TC011710	FBgn0052262,FBgn0052263
OG0002105	TC000767	FBgn0024994
OG0001838	TC008921	FBgn0052626
OG0000902	TC002950,TC003561	FBgn0029737
OG0002516	TC030744	FBgn0011737
OG0006607	TC011566	FBgn0036964
OG0004354	TC015013	FBgn0003274
OG0003653	TC007985	FBgn0051133
OG0007531	TC016344,TC016347,TC016348,TC016350,TC016345,TC016346,TC016349	FBgn0038784,FBgn0038783
OG0000746	TC000987,TC008876,TC001677	FBgn0259745
OG0006377	TC012576	FBgn0015024
OG0006586	TC030556	FBgn0044030
OG0001804	TC009720	FBgn0035392
OG0002887	TC014287	FBgn0032748
OG0005189	TC004888	FBgn0053969
OG0005944	TC034453	FBgn0264324
OG0006033	TC014777	FBgn0266668
OG0003356	TC014695	FBgn0287225
OG0002911	TC011888	FBgn0032803
OG0002641	TC006605	FBgn0032236
OG0007829	TC034930,TC008718	FBgn0034786
OG0003510	TC004834	FBgn0023212
OG0003106	TC030729	FBgn0037737
OG0008039	TC009609	FBgn0266443
OG0005405	TC008662	FBgn0250837
OG0006062	TC009173	FBgn0267486
OG0000756	TC003916,TC011606	FBgn0261403
OG0006737	TC000069	FBgn0002284
OG0003402	TC010114	FBgn0038532
OG0003941	TC001982	FBgn0039858
OG0004879	TC009560	FBgn0003053
OG0002998	TC002100	FBgn0037442
OG0005800	TC012192	FBgn0034921
OG0003993	TC001020	FBgn0028579
OG0000556	TC011011	FBgn0037824,FBgn0030614,FBgn0039869
OG0003051	TC013553	FBgn0001180
OG0000316	TC009048	FBgn0083985,FBgn0038128,FBgn0003598,FBgn0263047
OG0000063	TC015830,TC015891	FBgn0041087,FBgn0037163,FBgn0037164,FBgn0016078,FBgn0037166,FBgn0037165,FBgn0037167
OG0003489	TC014293	FBgn0038771
OG0004983	TC005972	FBgn0001301
OG0000853	TC014590,TC012855,TC011647	FBgn0001248
OG0004962	TC009949	FBgn0031651
OG0001516	TC012053	FBgn0025387,FBgn0025388
OG0003037	TC011160	FBgn0000447
OG0002617	TC007359	FBgn0043456
OG0001251	TC011159	FBgn0039635
OG0005671	TC011508	FBgn0262870
OG0005620	TC013982	FBgn0261929
OG0005685	TC014440	FBgn0263120
OG0001109	TC031184,TC033845	FBgn0037736
OG0002908	TC006688	FBgn0040268
OG0007082	TC003699	FBgn0035704
OG0005395	TC008617	FBgn0250746
OG0001327	TC016297,TC008474	FBgn0030053
OG0000173	TC033045,TC032774,TC032363,TC007946,TC007945,TC032406	FBgn0266569
OG0007127	TC011620	FBgn0020369
OG0004161	TC001630	FBgn0029975
OG0000751	TC003971	FBgn0260657
OG0005435	TC032946	FBgn0259216
OG0003879	TC008051	FBgn0051036
OG0003615	TC010100	FBgn0028684
OG0006145	TC010872	FBgn0035204
OG0003901	TC011651	FBgn0039749
OG0000189	TC010997,TC032421,TC000561,TC012933	FBgn0037144,FBgn0037140
OG0003838	TC015821	FBgn0039633
OG0005129	TC030629	FBgn0061356
OG0001214	TC010011	FBgn0039141
OG0001168	TC015144,TC000948	FBgn0027562
OG0002378	TC001034	FBgn0014366
OG0003617	TC009618	FBgn0039112
OG0004004	TC015893	FBgn0033122
OG0007901	TC008518	FBgn0286809
OG0004527	TC011896	FBgn0033741
OG0001400	TC003403	FBgn0033551,FBgn0031026
OG0001511	TC015275	FBgn0037913
OG0001537	TC008985	FBgn0000320
OG0003726	TC009841	FBgn0039290
OG0007736	TC010295,TC007664,TC007663,TC033187	FBgn0031235
OG0002136	TC007937	FBgn0029711
OG0007066	TC012625	FBgn0035741
OG0001123	TC004608	FBgn0037950
OG0004227	TC004979	FBgn0004856
OG0001846	TC015176	FBgn0030670
OG0001864	TC034318	FBgn0000163
OG0005769	TC002424	FBgn0034914
OG0006807	TC004080	FBgn0036428
OG0006501	TC034123	FBgn0030801
OG0001068	TC006029	FBgn0011202
OG0004099	TC031758	FBgn0034261
OG0000626	TC007572	FBgn0034665,FBgn0034427,FBgn0033431
OG0006440	TC011805	FBgn0030638
OG0007924	TC014152,TC007911	FBgn0038074
OG0002053	TC009347	FBgn0023522
OG0002757	TC013867	FBgn0025724
OG0005910	TC034898	FBgn0263602
OG0007453	TC032797,TC031102	FBgn0283680
OG0003224	TC004150	FBgn0038100
OG0006865	TC012660	FBgn0052104
OG0003492	TC014815	FBgn0038755
OG0001938	TC003525,TC012299	FBgn0035995
OG0004093	TC002683	FBgn0015522
OG0000263	TC032839	FBgn0040395
OG0003673	TC009817	FBgn0039214
OG0002439	TC012154	FBgn0031703
OG0000037	TC034155	FBgn0033423,FBgn0038845,FBgn0035619,FBgn0034710,FBgn0035620,FBgn0043791,FBgn0030661,FBgn0034712,FBgn0283480,FBgn0283479
OG0002065	TC006103	FBgn0026089
OG0007966	TC010164,TC010163	FBgn0033308
OG0006883	TC033928	FBgn0026432
OG0005674	TC011771	FBgn0262955
OG0006656	TC003407	FBgn0016797
OG0005669	TC000179	FBgn0262801
OG0006494	TC012656	FBgn0030752
OG0004523	TC001347	FBgn0033734
OG0004202	TC000795	FBgn0030067
OG0006760	TC013883	FBgn0040230
OG0005459	TC030465	FBgn0259878
OG0005617	TC002462	FBgn0261862
OG0004097	TC006704	FBgn0029006
OG0006541	TC001452	FBgn0030877
OG0001613	TC012518	FBgn0259927
OG0000520	TC000693	FBgn0005771
OG0001866	TC003690	FBgn0030853,FBgn0036706
OG0003391	TC010662	FBgn0038488
OG0006422	TC000609	FBgn0030582
OG0001335	TC011296	FBgn0030092
OG0004002	TC003668	FBgn0050158
OG0004246	TC032255	FBgn0030178
OG0001125	TC014368	FBgn0037975,FBgn0037973
OG0006667	TC003081	FBgn0036817
OG0001445	TC008867,TC010074	FBgn0031835
OG0004773	TC015539	FBgn0017545
OG0002947	TC012779	FBgn0032886
OG0004959	TC013726	FBgn0031662
OG0005703	TC002360	FBgn0034734
OG0006367	TC001100	FBgn0030365
OG0003729	TC012860	FBgn0039303
OG0006211	TC001381	FBgn0035385
OG0004987	TC031314	FBgn0010317
OG0002506	TC031430	FBgn0004838
OG0002564	TC007463	FBgn0032017
OG0003687	TC012778	FBgn0039244
OG0004895	TC010061	FBgn0045862
OG0007425	TC014530,TC031195,TC010211	FBgn0052243,FBgn0035770,FBgn0036689
OG0004293	TC003366	FBgn0027360
OG0001043	TC001877	FBgn0024183,FBgn0046214
OG0006020	TC007213	FBgn0266449
OG0006088	TC001086	FBgn0283468
OG0003642	TC005672	FBgn0040283
OG0007322	TC004640,TC007822	FBgn0033494
OG0002200	TC033171	FBgn0000061
OG0003558	TC011762	FBgn0038923
OG0004618	TC011435	FBgn0033473
OG0000035	TC007756,TC007742,TC008468,TC030445,TC007755,TC007729,TC007741	FBgn0011283,FBgn0031110,FBgn0031111,FBgn0011280
OG0002246	TC005845	FBgn0037011
OG0002418	TC012067	FBgn0037218
OG0002778	TC010438	FBgn0026373
OG0004616	TC013264	FBgn0033471
OG0003307	TC011461	FBgn0004117
OG0005755	TC000620	FBgn0015277
OG0002366	TC013939	FBgn0046222
OG0007252	TC005717	FBgn0031397
OG0007377	TC032327	FBgn0264817,FBgn0283521
OG0006115	TC004682	FBgn0288433
OG0003782	TC004558	FBgn0039465
OG0001069	TC032769	FBgn0000251
OG0004018	TC010590	FBgn0034530
